,股票编号,年份（年末）,交易日平均价,预增或预减,超涨或超跌,次新股,每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间,是否高转送
3218,460,6,-0.40589234747231506,1,0,0,-0.14636776214814962,-0.16127093494665762,-0.12519855544790218,0.13634908424917558,-0.16405342529361802,-0.008361446354628644,-0.6405437217659969,-1.398614287508495,0
3219,460,7,0.3556403162517528,1,0,0,0.044209364624993815,0.20590114108626167,-0.12294763628058211,-0.16223094239870103,-0.0007230755348197594,-0.008860151590477552,-0.5668197554315778,-1.2577098436775462,0
3220,461,1,-0.4170355547215885,0,0,0,0.5405148234549014,-0.15433645021770662,-0.03765365467799216,0.38362925572099765,0.6111909850232399,-0.008286729153890296,2.824482695951701,0.7149523699557375,0
3221,461,2,-0.5439512759806217,0,0,0,-0.32426291056720064,-0.14141578636376367,0.06459368405173976,-0.25709850066630324,-0.2391879125608518,-0.00861030580501667,1.2025554365944808,0.8558568137866863,0
3222,461,3,-0.35082916457565155,0,0,0,-0.23444670770328513,-0.07716808169553373,0.08686638733200489,-0.25992371008179604,-0.1597333185946614,-0.008669068494858687,-0.4636062025633911,0.9967612576176352,0
3223,461,4,-0.3246043176556875,0,0,0,-0.20048332731664034,-0.1006386453935218,0.08695984208322352,-0.23613247289869832,-0.11428377501908858,-0.008893714810589894,-0.5078405823640425,1.137665701448584,0
3224,461,5,-0.2961420094245108,0,0,0,-0.1766829021863571,-0.1253538601967062,0.08765233000222983,-0.3103313938634844,-0.07962186629997468,-0.009059768494250272,-0.5225853756309263,1.2785701452795328,0
3225,461,6,-0.37336073219461785,0,0,0,-0.18119977118918457,-0.14088236446153668,0.08765233000222983,-0.45575533114516925,-0.06949108977201214,-0.009076687696503126,-0.5874624660052152,1.4194745891104816,0
3226,461,7,-0.44072087158825807,0,0,0,-0.18479010296066267,-0.07135970987128416,0.08765233000222983,-0.5353072804761524,-0.06410990423471528,-0.008939584029416851,-0.6611864323396343,1.5603790329414307,0
3227,462,1,-0.8408221300054215,0,1,0,-0.3193117272371782,-0.2610208306631069,-0.10030677090046645,-0.3312974216310893,-0.31813723088973733,-0.008445473445349329,1.3205137827295512,-0.6940920683537508,0
3228,462,2,-0.8571232508861106,0,1,0,-0.6579900395837991,-0.09714176847892256,-0.08132098063206142,-0.3433417354550325,-0.6235510898586644,-0.008096298461720873,0.36210222038210294,-0.553187624522802,0
3229,462,3,-0.6595491328547413,0,1,0,-0.5527122466717436,-0.13554814543926666,-0.08132098063206142,-0.1646100661170108,-0.5255528800033853,-0.007269174566206122,-0.5963093419653455,-0.4122831806918532,0
3230,462,4,-0.5844920321056463,0,1,0,-0.34994536444866187,-0.017128483144872364,-0.07764138826569043,0.01575725077734893,-0.3434010127549807,-0.007754225709008866,-0.5815645486984616,-0.27137873686090436,0
3231,462,5,-0.45649474075425006,0,1,0,0.2886993765472703,0.9612265546396955,-0.06808731924135085,-0.04253128032124054,0.21694966901611712,-0.008306888729674035,-0.12447595742506319,-0.1304742930299555,1
3232,462,6,-0.49999820458600214,0,1,0,-0.01847666993347708,-0.6808831368160044,-0.048928588648370366,-0.07479814575081684,-0.05223592675805097,-0.007560888574931973,1.3352585759964355,0.010430150800993335,0
3233,462,7,-0.3149510090015119,0,1,0,-0.6072042175904698,-0.19244648167681347,0.0340925773844008,-0.2747932333212322,-0.5820426962540695,-0.007971912023959525,0.8339356049223853,0.15133459463194218,0
3238,463,5,1.3516948935365691,0,0,0,0.1559439638680141,1.2030444836492695,-0.1160180152788013,0.13515952239002066,0.12476212898984418,-0.009231944257673192,-0.44886140929650725,-1.2577098436775462,0
3239,463,6,1.0043613760596417,0,0,0,0.28377714750572747,-0.7061910426216632,-0.1160180152788013,0.4539621006435303,0.3444812398718657,-0.008620085672839365,0.08195114831131041,-1.1168053998465974,0
3240,463,7,0.6755960180815245,0,0,0,0.3844222542610368,-0.4008366381468287,-0.1160180152788013,0.5488296589111324,0.4308833738509979,-0.008068931528398502,0.3473574271152191,-0.9759009560156485,0
3243,464,3,-0.042460306983387375,1,1,0,-0.3074404689605163,0.126895430456418,-0.10701745514696276,0.13575430331959804,-0.2949198153555786,-0.008914263973267613,-0.6228499698457364,-1.398614287508495,0
3244,464,4,0.6051853312435573,1,1,0,-0.03952643765819232,0.10295071395645039,-0.10078360112905763,-0.22527772093391002,-0.06769736125957979,-0.008740161919091124,-0.5432280862045636,-1.2577098436775462,0
3245,464,5,1.3879073812362788,1,1,0,-0.004983971501954081,0.1125523081965364,-0.10078360112905763,-0.3415573926663002,-0.02972589711611909,-0.008908967446685168,-0.6641353909930111,-1.1168053998465974,0
3246,464,6,0.893292043028976,1,1,0,0.47496231433694364,-0.28389870335862044,-0.09815446357469679,-0.43285626535643773,0.3943266814919909,-0.008998841432775032,-0.6847781015666484,-0.9759009560156485,0
3247,464,7,0.38387710204637615,1,1,0,0.5013686254303967,-0.08836994164230076,-0.09815446357469679,-0.4141206660747483,0.42711907035307667,-0.008597860668125637,-0.6228499698457364,-0.8349965121846997,0
3248,465,1,-0.5342020289885923,0,1,0,1.7517016648476949,-1.948886267509834,-0.12495426285564516,0.6222851037139467,1.4716501315715635,-0.006259566314375353,2.794993109417933,-1.1168053998465974,0
3249,465,2,-0.6712002352170068,0,1,0,0.2840956446790038,-0.500053111961051,-0.1179587710301488,-0.13264059115222326,0.1837783234270527,-0.009184844438974774,1.1730658500607132,-0.9759009560156485,0
3250,465,3,-0.6713466453937014,0,1,0,0.2803605414651272,0.02335231232413231,-0.1179587710301488,-0.53352293768742,0.1732180626073809,-0.008075245309648562,-0.5815645486984616,-0.8349965121846997,0
3251,465,4,-0.5639483336600823,0,1,0,0.310994178676611,0.042436962603809476,-0.1179587710301488,-0.43508669384235316,0.20110927778660964,-0.008784080111488702,-0.706895291466974,-0.6940920683537508,0
3252,465,5,-0.25331153978404236,0,1,0,0.5734068951677986,0.2057826028857668,-0.11507597389650938,-0.14751011439165929,0.43649193342508213,-0.00868386970487046,-0.3530202530617624,-0.553187624522802,0
3253,465,6,-0.20827391345930893,0,1,0,0.3538465256265125,-0.4257889293510028,-0.1115278404297101,-0.09576417351842172,0.23281532402749,-0.006708775462931919,0.3326126338483353,-0.4122831806918532,0
3254,465,7,-0.21347298246371033,0,1,0,-0.038947351888599116,-0.12517605289596384,-0.10335907479146829,-0.041639108926874384,-0.09715493091445356,-0.007926948749259047,0.6717428789866632,-0.27137873686090436,0
3260,466,6,0.03176089309732614,1,1,0,0.8065468260060473,1.904731361478766,-0.12384675733253343,0.38809011269282845,1.328303433268173,-0.008819804611274792,-0.552074962164694,-1.398614287508495,0
3261,466,7,0.16954252191255298,1,1,0,0.9514919941352414,-2.095518021522012,-0.12384675733253343,0.39701182663649015,0.8360386436239058,-0.008548200706981063,-0.33090306316143664,-1.2577098436775462,0
3262,467,1,-0.6660854179878448,0,0,0,-0.5488613263039485,0.5164712263828714,-0.12135352737911556,0.6786405967914095,-0.5283571597904274,-0.007702661100827057,-0.7437572746341837,-1.398614287508495,1
3263,467,2,-0.7221303646007223,0,0,0,0.4685055080059789,0.8689445655544243,-0.11782015305450616,0.4657090240026849,0.37126084864902364,-0.008489945098493117,0.8781699847230369,-1.2577098436775462,0
3264,467,3,-0.6342746523506847,0,0,0,-0.26424067054885875,-0.08736236693809421,-0.10651647175319785,-0.024093071504339758,-0.2749361639001711,-0.0082699831013681,0.9961283308581075,-1.1168053998465974,0
3265,467,4,-0.5283847985282932,0,0,0,-0.2060715049932152,-0.6935667242689576,-0.10651647175319785,-0.17130135157475704,-0.2167284104826504,-0.009094692176532068,-0.552074962164694,-0.9759009560156485,1
3266,467,5,-0.21359283951894437,0,0,0,-0.11538667347490988,-0.15255837721028326,-0.10651647175319785,-0.03702955672264921,-0.13025048515792242,-0.00814562758320151,1.3205137827295514,-0.8349965121846997,0
3267,467,6,0.07928605230702615,0,0,0,-0.75420514020172,-0.02767838298891749,-0.07599653223966545,-0.4318153987296772,-0.7076289559061943,-0.009365080940751716,1.2910241961957838,-0.6940920683537508,0
3268,467,7,-0.22023060394244798,0,0,0,-0.7362245270558493,-0.0714189789715316,-0.07599653223966545,-0.4652718260184084,-0.6892874502720276,-0.00879034751334662,-0.6847781015666484,-0.553187624522802,0
3274,468,6,8.537823880272432,0,1,0,0.33815330127053506,0.5351409929608163,-0.09727827564142418,2.242617051115297,0.33659893992990975,-0.003426589364054482,-0.15396554395883078,-1.2577098436775462,1
3275,468,7,7.770477369528481,0,1,0,1.054366581103485,0.05168294224241083,-0.09655692796239956,2.2829134590941687,0.722705318176424,-0.008233967957391262,0.7307220520541985,-1.1168053998465974,0
3276,469,1,-0.40496037631502335,1,1,0,-0.22856898714191357,-0.03176795090599118,-0.12184705305460918,0.019920717284390987,-0.22157905660077717,-0.008472067388802693,-0.30141347662766904,0.5740479261247887,0
3277,469,2,-0.6725334924913753,1,1,0,-0.2641248533949401,-0.23980249277452168,-0.12184705305460918,-0.5799158501944606,-0.25262824451316124,-0.009119498967408284,-0.4783509958302749,0.7149523699557375,0
3278,469,3,-0.489506580657652,1,1,0,2.1891141009099666,-0.018432403350316134,-0.12260014235582449,3.573885466742009,1.9327394143941206,-0.0020834019721923704,-0.6700333082997646,0.8558568137866863,1
3279,469,4,-0.28762616710255184,1,1,0,-0.15337469996022812,0.37197315997960145,-0.09305134450337937,0.5155219268547957,-0.2095282326510561,-0.008882846573031638,1.0551075039256426,0.9967612576176352,0
3280,469,5,0.08790058409142289,1,1,0,-0.5748912316471656,-0.40255544205400456,-0.05415293432561722,0.05873017293931918,-0.5762572902069288,-0.007160087143932186,1.180438246694155,1.137665701448584,0
3281,469,6,0.2879128309065955,1,1,0,-0.5602982702534154,0.1505438014551484,-0.05134376429825157,0.07880402931255791,-0.5670107460442497,-0.008585384611639841,-0.42674421939618157,1.2785701452795328,0
3282,469,7,-0.2984888450812027,1,1,0,-0.5469213889758109,-0.4023776347532622,-0.04850981888901193,-0.4893604536662948,-0.5866912321172743,-0.008146935482059874,-0.5815645486984616,1.4194745891104816,0
3283,470,1,0.3830092820629783,1,0,0,1.20524737837101,-0.3061838850516596,0.538105795299913,0.816927162918165,1.040144737313207,-0.008483541650418253,0.28837825404768375,-0.6940920683537508,0
3284,470,2,0.46969791117001763,1,0,0,1.6815743781499504,0.5282065082318654,0.5741018027523835,0.21277843369987703,1.4645762726492955,-0.008574071131917035,0.28837825404768375,-0.553187624522802,0
3285,470,3,0.40744374678108075,1,0,0,1.7780790216526676,-0.497267464249421,0.5741018027523835,0.8993043216646411,1.54289399643155,-0.008447613081306744,0.36210222038210294,-0.4122831806918532,0
3286,470,4,1.0718423440047744,1,0,0,1.9679901997907792,-0.47361909325069057,0.5741018027523835,1.1926800151787151,2.0506960119229416,-0.008412200869427735,0.5832741193853603,-0.27137873686090436,1
3287,470,5,1.2158633507020535,1,0,0,2.3205376163191587,0.5363856440660127,0.5741018027523835,2.2885638779251543,2.5003913291242736,-0.00845288487221338,1.4679617153983895,-0.1304742930299555,1
3288,470,6,1.369763178908096,1,0,0,2.3538929566477305,0.6707486943269696,0.5741018027523835,1.3580291136012443,2.4574428999533597,-0.008590606931194861,1.762857580736066,0.010430150800993335,1
3289,470,7,2.523658390225563,1,0,0,2.5718608403226355,-0.625110913483159,0.5741018027523835,1.7855279067350318,2.6166047257043927,-0.00822766345201963,1.4679617153983895,0.15133459463194218,0
3290,471,1,-0.438489332120758,0,0,0,-0.28471135250398066,-0.15735917433032628,-0.10083521776756231,-0.3699581820536231,-0.2691002302892999,-0.007887238713708349,-0.44886140929650725,-0.1304742930299555,0
3291,471,2,-0.5677653263333293,0,0,0,-0.2662674707424352,-0.26795531539205786,-0.10083521776756231,-0.46437965462404224,-0.25149137432922525,-0.0086129339705713,-0.5078405823640425,0.010430150800993335,0
3292,471,3,-0.642349969000984,0,0,0,-0.2442911657863707,0.04492626481420214,-0.10083521776756231,-1.0957396113704985,-0.2179158082303169,-0.008582172065744242,-0.6552885150328808,0.15133459463194218,0
3293,471,4,-0.5187288115508653,0,0,0,-0.42907743486358146,0.20548625738452955,-0.10083521776756231,-0.5876480022789673,-0.39185694637251745,-0.008909298286349104,-0.6700333082997646,0.292239038462891,0
3294,471,5,-0.3309951041752575,0,0,0,-0.802008670481644,-0.6360164279286887,-0.10083521776756231,-2.42834628408876,-0.7179618426890788,-0.009308225989906414,-0.6700333082997646,0.43314348229383987,0
3303,472,7,1.490064681121561,0,0,1,0.4727617884124892,0.1452095824328784,-0.1250723356815104,0.25381831784072056,0.40258793816192534,-0.008335399688002539,-0.4783509958302749,-1.2577098436775462,0
3304,473,1,-0.7974083447598579,0,0,0,-0.9863316709431803,-0.1427789756694549,0.015941531022713926,-0.61262880132122,-0.9315165907959809,-0.00883965189915145,-0.7437572746341837,1.137665701448584,0
3305,473,2,-0.755768282232572,0,0,0,-0.9809172189974833,-0.1306880792189762,0.015941531022713926,-0.5925549449479812,-0.926842791150911,-0.009102128339071928,-0.7437572746341837,1.2785701452795328,0
3306,473,3,-0.774564968803154,0,0,0,-0.9784271501882322,-0.11456688395167128,0.015941531022713926,-0.6001384018000937,-0.9234827081628336,-0.00942400750444596,-0.7363848780007418,1.4194745891104816,0
3307,473,4,-0.6560656191638852,0,0,0,-0.9887059225985126,-0.13963771335634034,0.015941531022713926,-0.6630364851029082,-0.9325524058524559,-0.009385815620997997,-0.7363848780007418,1.5603790329414307,0
3308,473,5,-0.3943972907130583,0,0,0,-0.9855209508657496,-0.12250894338482884,0.015941531022713926,-0.6048966492367132,-0.929748126065414,-0.010010722274820685,-0.7437572746341837,1.7012834767723795,0
3309,473,6,-0.46490198123952575,0,0,0,-0.9741998240702013,-0.09394123706556055,0.015941531022713926,-0.5669793649761512,-0.9191120739001464,-0.007407984994923167,-0.721640084733858,1.8421879206033283,0
3310,473,7,-0.6366781668817766,0,0,0,-0.9648186346027905,-0.10295014030317212,0.015941531022713926,-0.5292107759479835,-0.9092844627545668,-0.009866312307492544,-0.6921504982000902,1.983092364434277,0
3311,474,1,-0.6382349192836695,0,0,0,-0.518111871938546,-0.4364573673955428,-0.08482770856154366,-0.12148844872264611,-0.5110514692127356,-0.009356080246716983,-0.30141347662766904,-0.9759009560156485,0
3312,474,2,-0.7080217645060302,0,0,0,-0.3246682706059159,-0.019380708954275256,-0.08482770856154366,-0.019483519300114587,-0.3367313743425564,-0.007127009361457581,-0.30141347662766904,-0.8349965121846997,0
3313,474,3,0.28299156075506887,0,0,0,-0.715001033600256,0.11551576320890863,-0.037705662441945786,0.10512308544635977,-0.3961265255077436,-0.007439108659008919,-0.3751374429620881,-0.6940920683537508,0
3314,474,4,0.2305680984403005,0,0,0,-0.39589582026588743,-0.03496848231935318,-0.03516597294035499,0.45292123401676976,-0.19141410105367654,-0.008262887054370602,-0.4489026947176545,-0.553187624522802,1
3315,474,5,0.7673483738040199,0,0,0,0.40034711292485153,0.716919323419729,-0.023515574744986747,0.42258740660832017,0.5875188214155068,-0.006917352865266182,1.0242245344281544,-0.4122831806918532,0
3316,474,6,0.006704050859055073,0,0,0,-0.42221526849390134,0.2232077183585155,0.08509264401727827,-0.18899608422968592,-0.3964296908901265,-0.0091341270276894,0.921052266981115,-0.27137873686090436,0
3317,474,7,-0.22790784623338722,0,0,0,-0.34609444408086676,-0.39911783423965275,0.08422153479342077,-0.17650568470855968,-0.3362008349233863,-0.008447891357659587,-0.6552885150328808,-0.1304742930299555,0
3318,475,1,-0.520790798214375,0,0,0,0.33754526121246226,-0.2606652160616222,-0.10764076263531723,0.48370114712240253,0.2760163910170562,-0.00828111415548182,0.1409303213788456,-1.1168053998465974,0
3319,475,2,-0.6529294888385488,0,0,0,0.3680341269815476,-0.5066912511887647,-0.10764076263531723,0.07553273419988192,0.3184342807687997,-0.008882187985663242,-0.30141347662766904,-0.9759009560156485,1
3320,475,3,-0.5502468262117334,0,0,0,0.5728278093982057,-0.9464679750248036,-0.10764076263531723,0.5211723456857814,0.5123843341482731,-0.007912583505533394,0.1409303213788456,-0.8349965121846997,0
3321,475,4,-0.1990331165436623,0,0,0,0.2487424584453348,0.10958885318416417,-0.10034806502156994,0.39269966489705366,0.22738361092646275,-0.007960382107073396,0.5832741193853601,-0.6940920683537508,0
3322,475,5,0.010348853544118837,0,0,0,0.3771257735641617,-0.1472834272882607,-0.09901029132468916,0.47061596667169875,0.2852124076160047,-0.008259114863809841,-0.1832737695354158,-0.553187624522802,0
3323,475,6,-0.19309121771778204,0,0,0,0.5224473474435916,-0.09115558935393066,-0.09907072098568513,0.2046001959181871,0.45152388363490187,-0.008597090770216104,-0.47816963487309216,-0.4122831806918532,1
3324,475,7,-0.334044538752186,0,0,0,0.731265675958923,-0.07882761650246219,-0.09911185927991652,0.6697188828477479,0.651789882480686,-0.007943277387251979,0.28837825404768375,-0.27137873686090436,0
3331,476,7,0.7562377422880077,0,0,1,1.4026287629368746,0.9378152600419548,-0.1183616514350141,0.5567105062280335,0.5171844527026694,-0.009038709158259007,0.12471104878527337,-1.2577098436775462,0
3332,477,1,-0.5877922152359601,1,0,0,-0.4008470035959099,0.011794837775880604,-0.0758520807292393,0.28980256408015587,-0.40784892029321645,-0.008181849888463242,-0.7437572746341837,-1.398614287508495,0
3333,477,2,-0.7548583660877508,1,0,0,-0.17662499360939765,0.01807736240210973,-0.06961900584569461,0.23790792797452406,-0.201746987836561,-0.009015541105905089,-0.4857233924637168,-1.2577098436775462,0
3334,477,3,-0.7026244911229197,1,0,0,-0.06297941132671966,-0.09536369547149921,-0.06961900584569461,0.40623093104494046,-0.08275457525126496,-0.008809594961084929,-0.1790316925125333,-1.1168053998465974,0
3335,477,4,-0.5062222440746508,1,0,0,0.10362356458526267,-0.3248536516296047,-0.06923618518990014,0.5071949938407114,0.06933339157750017,-0.008772942873456029,-0.10088428819804898,-0.9759009560156485,0
3336,477,5,-0.24573155627157675,1,0,0,0.4106258853351322,0.09625330562848916,-0.06667635202646789,0.7550699462421111,0.34102010175632735,-0.008653064512610737,-0.11268012281155605,-0.8349965121846997,1
3337,477,6,-0.2998971915849378,1,0,0,0.6375985527272123,-0.20068488661120829,-0.06610577837737755,0.9027243120097114,0.6025507716253266,-0.008206273276364431,2.5000972440802576,-0.6940920683537508,0
3338,477,7,-0.4401129329194358,1,0,0,-0.4599427063829026,-0.1992624282052696,0.032687362284760685,0.058432782474530494,-0.423790366650185,-0.008077350934051741,2.691779556549747,-0.553187624522802,0
3341,478,3,-0.47025864553480706,1,0,0,-0.9852314079809531,0.3729214655835605,-0.11179413624378666,0.06185277281960075,-0.8295519671878587,-0.008344431301632033,-0.7437572746341837,0.43314348229383987,0
3342,478,4,-0.08952177146132262,1,0,0,-1.0015037181065238,-0.3461905277186847,-0.11179413624378666,-0.5289133854831948,-0.8460492167458626,-0.010259643564398232,-0.7437572746341837,0.5740479261247887,0
3344,478,6,0.4009296118731651,1,0,0,-1.006049541397831,-0.10111279819550135,-0.11179413624378666,-0.5214786238634768,-0.8905892641742866,-0.009998042149009472,-0.7437572746341837,0.8558568137866863,0
3345,478,7,0.14834842281085042,1,0,0,-0.8932436334810631,-0.6206064618643532,-0.11179413624378666,-0.08178682167335176,-0.7698283868584235,-0.009015738991311554,-0.7437572746341837,0.9967612576176352,0
3349,479,4,0.12444050071658458,1,1,0,-0.3190221843523816,-0.2198288059911329,-0.12383578080975008,0.15211077888297775,-0.2971430281597201,-0.008761950957518732,-0.7437572746341837,-1.398614287508495,0
3350,479,5,3.5135744556650086,1,1,0,0.07603012766414374,0.340856882349693,-0.12113062631029167,-0.2313742254620788,0.03409041587548569,-0.00907648053521823,-0.5815645486984616,-1.2577098436775462,0
3351,479,6,1.3746232170818968,1,1,0,0.011491018642974225,-0.29687863631281086,-0.12093428445146003,-1.1361847145817643,-0.09932761615486457,-0.010248422843459708,-0.5815645486984616,-1.1168053998465974,0
3352,479,7,0.8312591893232448,1,1,0,0.051332119590991085,-0.24383279159134794,-0.12101983340423667,-0.23300987301841675,-0.028109015076743467,-0.004040293848695501,-0.706895291466974,-0.9759009560156485,0
3353,480,1,-0.638092411647543,1,0,0,0.5606090996597874,0.14947695765069438,-0.11045148984061567,-0.05591385123673302,0.4766866103726842,-0.008745993354662923,-0.15396554395883078,0.15133459463194218,0
3354,480,2,-0.7344615888610097,1,0,0,1.8791294884466925,-0.5273761671751228,-0.11045148984061567,-0.16297441856067282,1.6337678198008303,-0.005634291717375017,-0.0065176112899926,0.292239038462891,0
3355,480,3,-0.6824633320974185,1,0,0,-0.15641490025059274,0.04249623170405691,-0.11045148984061567,-0.32534961233531484,1.7923738423508284,-0.010288661604080806,0.06720635504442657,0.43314348229383987,0
3356,480,4,-0.44901854787769074,1,0,0,-0.2778491861343004,1.161378306175316,-0.11045148984061567,-0.6640773517296688,2.236763765360459,-0.008990493142189741,0.0377167685106589,0.5740479261247887,0
3357,480,5,-0.1543271959220908,1,0,0,-0.9071127376628216,-0.1449126632783629,-0.06745496015956394,0.05486409689706581,-0.39865290369426787,-0.006680329435752411,-0.2424343035601337,0.7149523699557375,0
3358,480,6,-0.05555767303021772,1,0,0,-0.8511151437431529,0.28301024050818707,-0.06745496015956394,-0.24416201544799382,-0.40312459308441595,-0.00744193780192949,-0.5373301688978102,0.8558568137866863,0
3359,480,7,-0.5319144645546244,1,0,0,-0.8526207667440954,-0.14929857669667382,-0.06745496015956394,-0.5064604053916464,-0.5937398272576772,-0.005853752817064918,-0.5889369453319035,0.9967612576176352,0
3365,481,6,0.16659662596652558,0,1,1,-0.28291618661824147,0.09376400341809647,-0.12468043109820753,0.5666730867984558,-0.19388995167647047,-0.008906308361535779,-0.7437572746341837,-1.398614287508495,1
3366,481,7,0.6093822066773696,0,1,1,0.4501774433983521,1.1868047501814696,-0.12225732323722954,0.4026622454674757,0.0,-0.007647231543300205,0.21465428771326475,-1.2577098436775462,0
3367,482,1,-0.14643209266938262,0,0,0,0.4718062968926605,-0.31673378489570475,-0.11088507811220225,0.8100871822280246,0.4146387621116466,-0.008076509921074258,0.7307220520541985,-0.8349965121846997,1
3368,482,2,-0.16884013115586566,0,0,0,0.6611094349726989,-0.36865351671246627,-0.11088507811220225,1.2655406790519517,0.6087403981823114,-0.008264776241610459,2.1894716332854687,-0.6940920683537508,0
3369,482,3,-0.037718489591495714,0,0,0,0.23574198291796594,-0.058320507816846355,-0.08542640545494137,0.4142604735942359,0.19441437559232005,-0.008411557741856718,2.1894716332854687,-0.553187624522802,0
3370,482,4,0.14507530120711384,0,0,0,0.23756610309218484,-0.20518933823001406,-0.08542640545494137,0.23954357553086203,0.21419591679280572,-0.008591924105931651,0.4358261867165221,-0.4122831806918532,0
3371,482,5,0.37573920144857875,0,0,0,0.4440101799521838,0.27986897819507256,-0.07125631977319707,-0.2121925404832062,0.37980000691947596,-0.008040265972096195,-0.08024157762441178,-0.27137873686090436,0
3372,482,6,0.4792173979279014,0,0,0,0.6859232601997701,0.21170951291051127,-0.06464002944647747,-0.39196507644798845,0.587645140324833,-0.008829086673621844,-0.3751374429620881,-0.1304742930299555,0
3373,482,7,0.42174976023715327,0,0,0,0.7068861650590462,-0.13365153423134843,-0.06464002944647747,-0.3614825538071445,0.60911935491029,-0.008482020406356044,-0.44886140929650725,0.010430150800993335,0
3374,483,1,-0.45277731136704924,0,0,0,0.20519520857192144,0.42412996819735266,-0.07280063762587889,0.3185007439322675,0.22250770102647072,-0.008538025068345438,1.3205137827295512,0.7149523699557375,0
3375,483,2,-0.5837848472755295,0,0,0,-0.3330360599765386,-0.3270466083387601,-0.04322607909824757,-0.5803619358916438,-0.2846121923545593,-0.009725631243292497,0.28837825404768375,0.8558568137866863,0
3376,483,3,-0.7001893860902059,0,0,0,-0.4517775970316375,-0.2898848824836124,-0.0352757285069225,-1.1117986964690891,-0.3955959860885735,-0.008941729849293218,-0.7437572746341837,0.9967612576176352,0
3377,483,4,-0.4877113372277392,0,0,0,-0.4447996135080387,-0.29836036381899694,-0.0352757285069225,-0.5647489364902358,-0.3864504970533554,-0.00971299440491395,-0.7437572746341837,1.137665701448584,0
3378,483,5,-0.379212269978599,0,0,0,-0.6493616616168595,-0.2803425573437738,-0.0352757285069225,-1.6695545131803367,-0.5684507816105685,-0.010326828751852963,-0.7437572746341837,1.2785701452795328,0
3379,483,6,-0.486435438007995,0,0,0,-0.6391987063604977,-0.17591040270777644,-0.0352757285069225,-0.5683176220677005,-0.558951599629237,-0.008319055590212225,-0.7437572746341837,1.4194745891104816,0
3380,483,7,-0.5667326769797004,0,0,0,-0.5984021138926521,-0.21396116506663584,-0.0352757285069225,-0.5431881277930535,-0.5218138402873294,-0.0074723564992547065,-0.7437572746341837,1.5603790329414307,0
3381,484,1,-0.22534754744250535,0,1,0,-0.7218921542584159,-0.11124781433781437,-0.11979525865822939,-0.6010305731944598,-0.6943654704269415,-0.00906293466075373,-0.7437572746341837,-0.6940920683537508,0
3382,484,2,-0.28508287506540986,0,1,0,-0.7383092358263849,0.03490978687238398,-0.11979525865822939,-0.7034815883141744,-0.7085637158352083,-0.009888580599638937,-0.7437572746341837,-0.553187624522802,0
3383,484,3,-0.2855528928470195,0,1,0,-0.7250481717026992,-0.2586500666532091,-0.11979525865822939,-0.5454185562789688,-0.6958812973388562,-0.009705462391630332,-0.7437572746341837,-0.4122831806918532,0
3384,484,4,0.0317095982388588,0,1,0,-0.7619648895142698,-0.22540010141439265,-0.11979525865822939,-0.8102447651733254,-0.7282189381263677,-0.009699553657071633,-0.7437572746341837,-0.27137873686090436,0
3385,484,5,2.5570308726915596,0,1,0,0.6161723792522613,0.16921356803309343,-0.10860805311317429,-0.5663845840465738,0.4683748261390192,-0.007054385417284507,-0.7437572746341837,-0.1304742930299555,0
3386,484,6,1.4009832624167289,0,1,0,0.7066255764627294,-0.28217989945144456,-0.10860805311317429,-0.15583704740574347,0.5473241444679047,-0.0007943516987961291,-0.7437572746341837,0.010430150800993335,0
3388,485,1,-0.6914951468948335,0,1,0,-0.6064224518015189,0.3018578143868745,-0.1288244286037834,0.7822811737702792,-0.547734480481069,-0.007846891734505588,-0.7437572746341837,-1.398614287508495,1
3389,485,2,-0.6161088437938738,0,1,0,0.7181493832776356,2.5359472791140507,-0.12778038856078966,0.6246642274322566,0.614828969611835,-0.007868148955903318,0.4358261867165221,-1.2577098436775462,1
3390,485,3,-0.48770591756990644,0,1,0,0.02666306580631789,-0.9302875106572512,-0.12527876888857853,-0.0264721952226496,-0.0016578354638336049,-0.008659223695886996,2.0577534460737428,-1.1168053998465974,0
3391,485,4,-0.12436519771536639,0,1,0,-0.6232448934082032,0.014461947287015614,-0.11860778309601552,-0.44385971255362044,-0.5928303311105284,-0.007649603076218324,0.913557488563558,-0.9759009560156485,0
3392,485,5,1.1868693545650852,0,1,0,-0.6325681742986549,-0.0845767192264643,-0.09588707280577602,-0.4267597608282689,-0.6163509120270699,-0.006770194145963847,-0.6936249775267787,-0.8349965121846997,0
3393,485,6,0.45052016320741883,0,1,0,-0.1635666095050696,0.0690487886149121,-0.09167332641311894,-0.26616890984235925,-0.20533444486142574,-0.006847415833877782,-0.6582374736862575,-0.6940920683537508,0
3394,485,7,0.2141483022653453,0,1,0,-0.08159701881914294,-0.31110322037219756,-0.09167332641311894,-0.25620632927193704,0.0,-0.008094699918671764,-0.5992583006187223,-0.553187624522802,0
3395,486,1,-0.38518093412767357,0,0,0,0.7740311600433855,1.6841910394580246,-0.12665164103012855,0.14898817900269617,0.627410332980726,-0.006831278897372363,2.794993109417933,-1.2577098436775462,0
