,股票编号,年份（年末）,交易日平均价
51587,615,1,3.322371123502137
51599,615,2,3.2314304017873328
51611,615,3,3.789355926816819
51623,615,4,7.838579827341521
51635,615,5,6.895103112879043
51647,615,6,5.416976236689544
51659,615,7,4.920785526864525
51671,616,1,1.7858396855164094
51683,616,2,1.8208791868109524
51695,616,3,6.128435888254727
51707,616,4,12.644452517916521
51719,616,5,22.269240740137825
51731,616,6,21.830242438784996
51743,616,7,19.74976479213
51755,617,1,3.0421468751281364
51767,617,2,3.1081564990038095
51779,617,3,3.202650924264546
51791,617,4,5.933938727201738
51803,617,5,6.453064593096001
51815,617,6,5.968136586510363
51827,617,7,5.766585586092857
51839,618,1,4.923043878973091
51851,618,2,2.692312834108572
51863,618,3,4.6756349289113635
51875,618,4,7.007191283959002
51887,618,5,12.930200783970006
51899,618,6,11.118570407794637
51911,618,7,6.927062677567286
51923,619,1,9.236398007510227
51935,619,2,7.386966897477143
51947,619,3,7.534028966914909
51959,619,4,9.665822127342608
51971,619,5,11.253278004297346
51983,619,6,8.080734944722728
51995,619,7,7.5458274897276185
52007,620,1,3.79534203338
52019,620,2,3.726374899612619
52031,620,3,4.595073803989091
52043,620,4,8.206257389579
52055,620,5,9.329269542508696
52067,620,6,7.012016049456502
52079,620,7,4.717050691694668
52091,621,1,23.405925326909998
52103,621,2,23.405925326909998
52115,621,3,23.405925326909998
52127,621,4,23.40592532691
52139,621,5,23.40592532691
52151,621,6,26.929572957247544
52163,621,7,26.007784336243432
52175,622,1,5.795090310830002
52187,622,2,5.795090310830002
52199,622,3,5.795090310830002
52211,622,4,5.795090310830002
52223,622,5,5.795090310830002
52235,622,6,5.795090310830002
52247,622,7,8.008178741688807
52259,623,1,10.586169933447998
52271,623,2,10.586169933447998
52283,623,3,10.586169933447998
52295,623,4,10.586169933447996
52307,623,5,10.586169933447996
52319,623,6,10.586169933447998
52331,623,7,14.01483821955238
52343,624,1,11.721771873540183
52355,624,2,7.941020029952954
52367,624,3,7.683241804481909
52379,624,4,11.751032200648694
52391,624,5,15.934135961443696
52403,624,6,17.057667039745454
52415,624,7,15.705996168334476
52427,625,1,4.740623864778272
52439,625,2,4.849771922870095
52451,625,3,7.431987833776365
52463,625,4,10.013239930783302
52475,625,5,9.93348022592739
52487,625,6,9.0968282305245
52499,625,7,9.300542437121141
52511,626,1,9.476851327217728
52523,626,2,5.5195273665833335
52535,626,3,5.738868677974093
52547,626,4,8.065467817658696
52559,626,5,16.811304347826084
52571,626,6,16.670454545454547
52583,626,7,7.120476190476192
52595,627,1,3.4870030917224994
52607,627,2,2.714307515829
52619,627,3,6.788781673927954
52631,627,4,7.566778184741217
52643,627,5,14.671661130496172
52655,627,6,12.372935973261498
52667,627,7,19.483117719024996
52679,628,1,13.659790285426995
52691,628,2,13.659790285426997
52703,628,3,13.659790285426995
52715,628,4,20.627847083451826
52727,628,5,20.42049228864209
52739,628,6,17.519162152576726
52751,628,7,16.32600013449515
52763,629,1,1.9723710974076818
52775,629,2,2.710302190992
52787,629,3,5.983103213309227
52799,629,4,6.381616224165391
52811,629,5,8.748948106244566
52823,629,6,8.56498911664727
52835,629,7,8.664630395250285
52847,630,1,4.82772727272727
52859,630,2,5.474761904761904
52871,630,3,4.642272727272727
52883,630,4,8.679565217391309
52895,630,5,26.913043478260864
52907,630,6,20.46227272727273
52919,630,7,16.36047619047619
52931,631,1,5.797503470322
52943,631,2,5.797503470322
52955,631,3,5.797503470322
52967,631,4,5.797503470322
52979,631,5,36.750736123117825
52991,631,6,19.80520227060082
53003,631,7,15.655986910734091
53015,632,1,5.214154343295456
53027,632,2,7.485147318842666
53039,632,3,13.111000093024364
53051,632,4,13.882696181315739
53063,632,5,20.78385342898017
53075,632,6,17.247144922088733
53087,632,7,16.970081360888145
53099,633,1,2.537212927925455
53111,633,2,3.250530975701714
53123,633,3,4.622059621253817
53135,633,4,7.006877923426088
53147,633,5,12.083897826224826
53159,633,6,9.14432610753309
53171,633,7,8.414922295557144
53183,634,1,4.867359050702
53195,634,2,4.864069432142143
53207,634,3,7.29301797741959
53219,634,4,8.730722725782087
53231,634,5,8.525751702446003
53243,634,6,7.319813909553819
53255,634,7,5.945067269535524
53267,635,1,5.685416773996908
53279,635,2,3.7982099438249515
53291,635,3,5.3566644668063645
53303,635,4,12.640107093686133
53315,635,5,18.212628324155606
53327,635,6,11.853639396637364
53339,635,7,6.888981234299998
53351,636,1,8.169257414474181
53363,636,2,6.651754550465524
53375,636,3,8.228798569583454
53387,636,4,13.35443110388922
53399,636,5,23.936129327827825
53411,636,6,22.91507183004954
53423,636,7,13.418657141854286
53435,637,1,7.228810425949456
53447,637,2,6.042519641917524
53459,637,3,6.346010003727863
53471,637,4,9.99402484137026
53483,637,5,9.797902924829481
53495,637,6,13.66483675977
53507,637,7,15.080674101224288
53519,638,1,1.5543209647679996
53531,638,2,1.1520120894171906
53543,638,3,2.861824043520409
53555,638,4,4.278141164250956
53567,638,5,9.631260859395741
53579,638,6,8.784679049685046
53591,638,7,5.871768332332572
53603,639,1,11.016053938532002
53615,639,2,6.682330711146857
53627,639,3,11.602871193401091
53639,639,4,12.796283957699483
53651,639,5,27.612072884080998
53663,639,6,18.684287193734047
53675,639,7,11.246807336970718
53687,640,1,3.477472095436046
53699,640,2,2.425568743021238
53711,640,3,3.3513589941578186
53723,640,4,6.397495555143479
53735,640,5,16.8074406383663
53747,640,6,11.382416554182818
53759,640,7,6.338817487975715
53771,641,1,6.682442225989499
53783,641,2,5.056703564786285
53795,641,3,6.6832813024205455
53807,641,4,11.757236459559781
53819,641,5,26.515350187184346
53831,641,6,33.436520335799976
53843,641,7,15.62979016577857
53855,642,1,1.678859320827
53867,642,2,1.482650107231143
53879,642,3,2.2822651514026364
53891,642,4,6.714377865550174
53903,642,5,11.73665368830052
53915,642,6,7.259255680541182
53927,642,7,5.041567274900618
53939,643,1,2.420886007383999
53951,643,2,3.0893805486114294
53963,643,3,5.01543116189691
53975,643,4,4.051907117618999
53987,643,5,14.80800443992435
53999,643,6,12.273003963299773
54011,643,7,7.023964281472
54023,644,1,6.373666431613089
54035,644,2,4.165452476778857
54047,644,3,5.372928863910908
54059,644,4,8.295840842801999
54071,644,5,15.516905705257564
54083,644,6,11.542148509150907
54095,644,7,10.679483275883332
54107,645,1,5.6499166313909095
54119,645,2,5.330092619048571
54131,645,3,10.41206685368727
54143,645,4,17.972136658447827
54155,645,5,30.44474007140001
54167,645,6,21.080296116210675
54179,645,7,13.250000024085006
54191,646,1,5.054018701127728
54203,646,2,2.8711055140590482
54215,646,3,6.643115900114183
54227,646,4,6.361501667285216
54239,646,5,10.337989046031998
54251,646,6,7.551363636363638
54263,646,7,5.198095238095237
54275,647,1,9.529602768128001
54287,647,2,9.529602768128001
54299,647,3,9.529602768128001
54311,647,4,9.529602768128001
54323,647,5,24.373225577711306
54335,647,6,17.57129703630954
54347,647,7,12.997648628258665
54359,648,1,6.383368237560003
54371,648,2,6.383368237560002
54383,648,3,6.383368237560003
54395,648,4,6.383368237560003
54407,648,5,19.058497292418263
54419,648,6,18.591311866135275
54431,648,7,9.827910364055144
54443,649,1,4.171818181818182
54455,649,2,3.772380952380953
54467,649,3,2.809090909090909
54479,649,4,3.770869565217391
54491,649,5,5.092173913043479
54503,649,6,5.257272727272727
54515,649,7,3.2576190476190483
54527,650,1,3.4920173611341823
54539,650,2,2.945128388713429
54551,650,3,3.247700832420909
54563,650,4,4.365899606357739
54575,650,5,5.151160538913261
54587,650,6,5.044122340943501
54599,650,7,5.920535930000001
54611,651,1,3.8652834092374992
54623,651,2,2.064882327017143
54635,651,3,3.5585982493771824
54647,651,4,6.513031918150608
54659,651,5,12.588445698600001
54671,651,6,12.776935793327727
54683,651,7,8.64366969406043
54695,652,1,7.360710116969864
54707,652,2,5.145371745986857
54719,652,3,12.350377543819091
54731,652,4,14.173607865059784
54743,652,5,21.930367242972178
54755,652,6,19.478098633348
54767,652,7,27.141114156704713
54779,653,1,2.097477630999999
54791,653,2,2.095212881997952
54803,653,3,3.6193114256288186
54815,653,4,8.871320503122005
54827,653,5,11.238627057024175
54839,653,6,13.072739946411728
54851,653,7,6.657619047619049
54863,654,1,17.334291633059994
54875,654,2,17.334291633059994
54887,654,3,17.334291633059994
54899,654,4,17.334291633059994
54911,654,5,17.334291633059994
54923,654,6,17.334291633059994
54935,654,7,29.563934859945714
54947,655,1,18.0169374110175
54959,655,2,19.66844117761934
54971,655,3,14.221859747918181
54983,655,4,18.80398881428087
54995,655,5,14.205942170283132
55007,655,6,18.113235137304272
55019,655,7,18.103399112535953
55031,656,1,8.271718213367999
55043,656,2,8.271718213367999
55055,656,3,8.271718213367999
55067,656,4,8.271718213367999
55079,656,5,8.271718213367999
55091,656,6,16.38508014024618
55103,656,7,10.97135093837
55115,657,1,4.767092028245456
55127,657,2,2.722061042285714
55139,657,3,3.3355629227454546
55151,657,4,4.575573445643479
55163,657,5,5.139889580467173
55175,657,6,4.479389602985001
55187,657,7,5.139556828391857
55199,658,1,4.25069448811091
55211,658,2,3.2185765394266665
55223,658,3,4.340622249271499
55235,658,4,7.3284554648219125
55247,658,5,14.687776267707825
55259,658,6,20.087342905005404
55271,658,7,16.309999731254
55283,659,1,11.5663673455
55295,659,2,10.285082779631333
55307,659,3,17.650408695938086
55319,659,4,27.834308433468788
55331,659,5,50.79308752032218
55343,659,6,37.10995622301364
55355,659,7,22.945202700358095
55367,660,1,4.272722395493318
55379,660,2,3.8583124061423812
55391,660,3,6.73094032950841
55403,660,4,9.188243379176868
55415,660,5,13.289398767765219
55427,660,6,9.432094591458908
55439,660,7,6.487142857142857
55451,661,1,8.135770247162954
55463,661,2,7.285290703982666
55475,661,3,12.109116058736271
55487,661,4,14.272711818085218
55499,661,5,15.316137266112914
55511,661,6,11.006044136354545
55523,661,7,10.430432219769049
55535,662,1,15.607147265507002
55547,662,2,15.607147265507002
55559,662,3,15.607147265507002
55571,662,4,15.607147265507004
55583,662,5,15.607147265507004
55595,662,6,15.607147265507002
55607,662,7,23.03404518115305
55619,663,1,9.819048066930007
55631,663,2,9.819048066930005
55643,663,3,9.819048066930007
55655,663,4,9.819048066930007
55667,663,5,9.819048066930007
55679,663,6,19.928924243760274
55691,663,7,24.175201440010955
55703,664,1,3.4919937677335455
55715,664,2,3.834493224273048
55727,664,3,5.690532767595001
55739,664,4,7.8892039023999985
55751,664,5,37.05677070043499
55763,664,6,34.635553406652456
55775,664,7,38.132129050992866
55787,665,1,3.922877018800365
55799,665,2,2.906077139677714
55811,665,3,3.6749674917470903
55823,665,4,5.452301433579261
55835,665,5,6.5178857686869565
55847,665,6,6.660071604669273
55859,665,7,10.322019008388143
55871,666,1,11.074136561383996
55883,666,2,11.074136561383996
55895,666,3,11.074136561383996
55907,666,4,11.074136561383996
55919,666,5,11.074136561383996
55931,666,6,11.074136561383996
55943,666,7,19.07317385266286
55955,667,1,5.15555480990909
55967,667,2,5.514113159426667
55979,667,3,4.9958763269595
55991,667,4,6.287177972771132
56003,667,5,5.324455343478477
56015,667,6,5.078595074913635
56027,667,7,9.985823386233907
56039,668,1,18.854122991263992
56051,668,2,18.854122991263996
56063,668,3,18.854122991263992
56075,668,4,18.854122991263992
56087,668,5,18.854122991263992
56099,668,6,45.43193809856955
56111,668,7,24.289174194221715
56123,669,1,9.318756882222274
56135,669,2,7.943195271257428
56147,669,3,6.929332040626819
56159,669,4,8.223620164421305
56171,669,5,14.968541139340738
56183,669,6,12.075161312696729
56195,669,7,8.556190476190475
56207,670,1,2.1523102978175457
56219,670,2,2.0218646125074287
56231,670,3,2.7532992798312725
56243,670,4,3.7091340975014786
56255,670,5,6.016974063521739
56267,670,6,7.038101614658274
56279,670,7,10.614105675824286
56291,671,1,4.335355195820182
56303,671,2,2.8759730150462857
56315,671,3,5.634156020440818
56327,671,4,9.762334033434783
56339,671,5,14.929661497539131
56351,671,6,10.013021522726364
56363,671,7,6.578571428571429
56375,672,1,5.226933393340001
56387,672,2,5.226933393340001
56399,672,3,5.226933393340001
56411,672,4,5.226933393340002
56423,672,5,20.943746416758003
56435,672,6,17.52121158252095
56447,672,7,15.299915929020383
56459,673,1,5.313468893137091
56471,673,2,3.5115232618589998
56483,673,3,5.574656158046818
56495,673,4,7.250556321959869
56507,673,5,10.63052038905048
56519,673,6,7.766507532785865
56531,673,7,4.886648643169999
56543,674,1,3.015454545454546
56555,674,2,3.4014285714285712
56567,674,3,2.5272727272727273
56579,674,4,3.4786956521739127
56591,674,5,3.20608695652174
56603,674,6,2.5200000000000014
56615,674,7,2.1499999999999995
56627,675,1,7.860946785378958
56639,675,2,7.135106930639143
56651,675,3,9.197284927387997
56663,675,4,14.51702724645326
56675,675,5,21.60104361459992
56687,675,6,15.14478337468491
56699,675,7,12.701848285877144
56711,676,1,6.499808495251821
56723,676,2,4.746982761710286
56735,676,3,5.445992826623319
56747,676,4,10.181526264775565
56759,676,5,13.935075162212
56771,676,6,11.80438347078941
56783,676,7,12.586132986636855
56795,677,1,8.216341442994498
56807,677,2,7.65592719439543
56819,677,3,8.114885735406817
56831,677,4,10.208772381754043
56843,677,5,13.881874952677434
56855,677,6,10.447983746094955
56867,677,7,9.73427907269457
56879,678,1,7.9194360356372755
56891,678,2,6.719770173906143
56903,678,3,10.921690344075955
56915,678,4,9.183332758266783
56927,678,5,13.406100904708437
56939,678,6,11.244847675137999
56951,678,7,10.35288252897819
56963,679,1,8.736564694452
56975,679,2,8.736564694452
56987,679,3,8.736564694452
56999,679,4,8.736564694452
57011,679,5,8.736564694452
57023,679,6,19.253037693538907
57035,679,7,10.202169192222858
57047,680,1,12.496365632881135
57059,680,2,11.541085888185668
57071,680,3,9.590149686457591
57083,680,4,18.89847941309339
57095,680,5,27.566183054340005
57107,680,6,23.509999999999994
57119,680,7,22.025238095238098
57131,681,1,3.9774222073227277
57143,681,2,2.374816919554286
57155,681,3,3.1315050921182728
57167,681,4,4.9512861566191315
57179,681,5,22.897768494835834
57191,681,6,16.994468329531365
57203,681,7,15.224285714285713
57215,682,1,9.977462490498
57227,682,2,9.977462490498
57239,682,3,9.977462490498
57251,682,4,9.977462490498
57263,682,5,9.977462490498
57275,682,6,9.977462490498
57287,682,7,16.483562381500718
57299,683,1,5.4390967401654535
57311,683,2,4.502611584683334
57323,683,3,5.152721086960729
57335,683,4,5.450904581184523
57347,683,5,8.037893822067653
57359,683,6,7.913075164631589
57371,683,7,6.613714667678285
57383,684,1,12.098538359099997
57395,684,2,12.098538359099997
57407,684,3,12.098538359099997
57419,684,4,12.098538359099999
57431,684,5,105.61677578923619
57443,684,6,45.225566182102085
57455,684,7,47.44537182159942
57467,685,1,3.9943812788110904
57479,685,2,3.7266456315159995
57491,685,3,4.955252262363818
57503,685,4,8.645955944964522
57515,685,5,33.22309003366626
57527,685,6,18.275044327993772
57539,685,7,13.306376819673714
57551,686,1,7.741737232100954
57563,686,2,5.974085621595525
57575,686,3,7.0100637990455
57587,686,4,13.781656256946997
57599,686,5,14.599025418984043
57611,686,6,16.543949291865
57623,686,7,10.642380952380952
57635,687,1,11.743768241187137
57647,687,2,14.210422301254667
57659,687,3,8.053385578381
57671,687,4,9.54706108781113
57683,687,5,9.13782747488
57695,687,6,12.135003011458728
57707,687,7,9.59366883055838
57719,688,1,3.448525367601091
57731,688,2,3.6704253122974286
57743,688,3,3.9949276047739546
57755,688,4,6.985841599876392
57767,688,5,9.903438846589216
57779,688,6,9.7580159786865
57791,688,7,7.957868024904761
57803,689,1,6.861116241529637
57815,689,2,3.893373501008571
57827,689,3,5.5703003503941835
57839,689,4,18.42049157320001
57851,689,5,42.84171133033931
57863,689,6,37.446549303623165
57875,689,7,16.262380952380948
57887,690,1,3.86
57899,690,2,2.8080952380952375
57911,690,3,2.56
57923,690,4,4.0813043478260855
57935,690,5,9.833478260869564
57947,690,6,6.988181818181818
57959,690,7,4.132380952380951
57971,691,1,10.616714423040001
57983,691,2,10.616714423040001
57995,691,3,10.616714423040001
58007,691,4,10.616714423040003
58019,691,5,10.616714423040003
58031,691,6,10.616714423040001
58043,691,7,15.49456626415238
58055,692,1,7.6223214007535
58067,692,2,6.061075318393902
58079,692,3,6.3220382459697735
58091,692,4,7.427710559243739
58103,692,5,11.45953640868096
58115,692,6,10.781319079602502
58127,692,7,8.688975680616664
58139,693,1,6.381308353490319
58151,693,2,5.901944665602858
58163,693,3,8.316063162531002
58175,693,4,12.041447883915131
58187,693,5,18.169442263597396
58199,693,6,13.67813987964559
58211,693,7,12.809964712356143
58223,694,1,15.703651842119998
58235,694,2,15.70365184212
58247,694,3,15.703651842119998
58259,694,4,15.703651842119998
58271,694,5,15.703651842119998
58283,694,6,54.15894996492002
58295,694,7,22.44831894578572
58307,695,1,3.1580965634777267
58319,695,2,3.2852026382995234
58331,695,3,3.324870883929501
58343,695,4,4.493469444844348
58355,695,5,5.431739130434783
58367,695,6,6.287272727272725
58379,695,7,6.48952380952381
58391,696,1,5.167272727272728
58403,696,2,4.424285714285714
58415,696,3,7.351818181818183
58427,696,4,8.122608695652174
58439,696,5,7.57782608695652
58451,696,6,6.639999999999998
58463,696,7,5.010952380952381
58475,697,1,4.655593923603137
58487,697,2,3.659725059466667
58499,697,3,8.695209965359092
58511,697,4,11.323100467134783
58523,697,5,19.71137958378913
58535,697,6,15.945453879053728
58547,697,7,9.528850060283096
58559,698,1,2.6172524063970006
58571,698,2,2.1388066031751904
58583,698,3,4.106044781705683
58595,698,4,5.261812771213565
58607,698,5,13.393710443873394
58619,698,6,12.8268895742075
58631,698,7,10.187207064532574
58643,699,1,2.558587249483636
58655,699,2,2.359848667229714
58667,699,3,2.4181943588727273
58679,699,4,3.969580482801348
58691,699,5,5.543954805515608
58703,699,6,5.837279580769089
58715,699,7,6.979737131087856
58727,700,1,14.404962406399994
58739,700,2,14.404962406399994
58751,700,3,14.404962406399994
58763,700,4,14.404962406399994
58775,700,5,14.404962406399994
58787,700,6,14.404962406399994
58799,700,7,18.618132563350002
58811,701,1,4.664090909090909
58823,701,2,4.2371428571428575
58835,701,3,5.769999999999997
58847,701,4,13.569999999999995
58859,701,5,19.829565217391306
58871,701,6,18.09590909090909
58883,701,7,15.240476190476189
58895,702,1,5.295201226470272
58907,702,2,6.066620643144952
58919,702,3,6.0809353983123176
58931,702,4,16.732547654263822
58943,702,5,14.299575459178959
58955,702,6,13.01451760475468
58967,702,7,10.934667768183095
58979,703,1,10.926228731024999
58991,703,2,11.877594591221952
59003,703,3,6.554917611380272
59015,703,4,9.56162277631587
59027,703,5,6.8885861087786955
59039,703,6,7.323901018688226
59051,703,7,5.901139232178286
59063,704,1,12.272686967552003
59075,704,2,6.640088930419428
59087,704,3,7.874495300318729
59099,704,4,9.969741106965653
59111,704,5,9.88892261319026
59123,704,6,9.967859706912275
59135,704,7,7.302617611951666
59147,705,1,5.798100009352502
59159,705,2,4.978323721538096
59171,705,3,8.840466634729365
59183,705,4,12.99667174740261
59195,705,5,23.410631192119304
59207,705,6,14.231451558322771
59219,705,7,13.369267376708665
59231,706,1,13.51854220299
59243,706,2,13.518542202990002
59255,706,3,13.51854220299
59267,706,4,13.51854220299
59279,706,5,13.51854220299
59291,706,6,13.51854220299
59303,706,7,18.498593627375715
59315,707,1,6.932176508783999
59327,707,2,6.932176508783998
59339,707,3,6.932176508783999
59351,707,4,6.932176508783999
59363,707,5,14.034390051979306
59375,707,6,38.990482128842864
59387,707,7,19.330768156376852
59399,708,1,6.280281630524997
59411,708,2,6.280281630524998
59423,708,3,6.280281630524997
59435,708,4,6.280281630524997
59447,708,5,12.953749106800652
59459,708,6,11.61838573969309
59471,708,7,20.913056505630863
59483,709,1,4.653710042715546
59495,709,2,3.583266550008
59507,709,3,3.658145671019455
59519,709,4,5.169419442747522
59531,709,5,7.877614312073262
59543,709,6,7.618535642496997
59555,709,7,5.282776905657998
59567,710,1,3.054947960571592
59579,710,2,3.06751389248
59591,710,3,3.156827395517091
59603,710,4,4.628163212287044
59615,710,5,4.841916391592348
59627,710,6,4.817145316555182
59639,710,7,6.593700097316571
59651,711,1,6.930742801984909
59663,711,2,5.080472951107999
59675,711,3,4.245317010396682
59687,711,4,7.857043283158784
59699,711,5,7.863132515570783
59711,711,6,12.468636363636362
59723,711,7,9.230952380952383
59735,712,1,3.212611608855546
59747,712,2,2.8450771765416194
59759,712,3,3.310433730946728
59771,712,4,6.539198796723478
59783,712,5,11.326952775478958
59795,712,6,7.414013919697635
59807,712,7,5.780850823295238
59819,713,1,6.255431142000003
59831,713,2,6.255431142000003
59843,713,3,6.255431142000003
59855,713,4,6.255431142000002
59867,713,5,36.22183367812374
59879,713,6,37.41959517939842
59891,713,7,34.863394149489814
59903,714,1,2.6230603702418183
59915,714,2,3.245986522408
59927,714,3,2.9718362683336363
59939,714,4,4.193236671252
59951,714,5,6.915793277060172
59963,714,6,4.89720754878791
59975,714,7,4.007275762707333
59987,715,1,4.720552538563637
59999,715,2,4.822567171110428
60011,715,3,7.374137732136819
60023,715,4,10.651867449980088
60035,715,5,16.228881571635
60047,715,6,18.04115040224
60059,715,7,12.454978629687622
60071,716,1,4.746153764430002
60083,716,2,4.5071333779182865
60095,716,3,3.5513465275080005
60107,716,4,6.658979938288175
60119,716,5,8.226623050875002
60131,716,6,7.817222091223635
60143,716,7,9.724385697565003
60155,717,1,14.126319654342005
60167,717,2,14.126319654342003
60179,717,3,14.126319654342005
60191,717,4,14.126319654342005
60203,717,5,14.126319654342005
60215,717,6,14.325438412970046
60227,717,7,17.857696059561334
60239,718,1,6.6532482115919995
60251,718,2,7.426062803025
60263,718,3,12.338709825802091
60275,718,4,16.333959504585348
60287,718,5,25.070768067048004
60299,718,6,21.95800815908618
60311,718,7,51.39324441840943
60323,719,1,13.52818181818182
60335,719,2,11.58952380952381
60347,719,3,9.449999999999996
60359,719,4,16.875217391304346
60371,719,5,31.30913043478261
60383,719,6,34.183181818181815
60395,719,7,25.42000000000001
60407,720,1,6.215909090909091
60419,720,2,3.4761904761904763
60431,720,3,3.7968181818181814
60443,720,4,5.329565217391305
60455,720,5,7.15782608695652
60467,720,6,5.550909090909091
60479,720,7,4.073333333333333
60491,721,1,7.416139058015999
60503,721,2,7.4161390580159985
60515,721,3,7.416139058015999
60527,721,4,7.416139058015999
60539,721,5,7.416139058015999
60551,721,6,7.416139058015999
60563,721,7,11.109564893397144
60575,722,1,11.334826189191817
60587,722,2,10.575195826885714
60599,722,3,9.806014251411817
60611,722,4,12.725913957886
60623,722,5,19.667440609925478
60635,722,6,14.025051693311996
60647,722,7,11.23742021109924
60659,723,1,6.271434475347499
60671,723,2,5.479741722568857
60683,723,3,6.068822394506862
60695,723,4,11.809372924754479
60707,723,5,12.69
60719,723,6,20.399545454545457
60731,723,7,14.607619047619048
60743,724,1,10.851121361352
60755,724,2,10.851121361352
60767,724,3,10.851121361352
60779,724,4,10.851121361352
60791,724,5,10.851121361352
60803,724,6,10.851121361352
60815,724,7,27.814877175379007
60827,725,1,3.724036991871999
60839,725,2,3.3963235188495235
60851,725,3,8.508630978311272
60863,725,4,8.755737866472261
60875,725,5,15.291404132928
60887,725,6,16.599702356323363
60899,725,7,15.533269112314285
60911,726,1,5.687833072007863
60923,726,2,5.716576730156003
60935,726,3,6.387898837236
60947,726,4,7.785152278770172
60959,726,5,10.827862766807646
60971,726,6,10.505399142647498
60983,726,7,8.807451723762476
60995,727,1,2.82146084135
61007,727,2,2.8998501967451427
61019,727,3,3.0712543969993633
61031,727,4,5.953204258779131
61043,727,5,13.93185799008104
61055,727,6,12.440503483990907
61067,727,7,7.185655376509428
61079,728,1,8.091552004290001
61091,728,2,8.09155200429
61103,728,3,8.091552004290001
61115,728,4,8.091552004290001
61127,728,5,8.091552004290001
61139,728,6,26.913836057280005
61151,728,7,19.883656643562716
61163,729,1,8.738636363636363
61175,729,2,6.64952380952381
61187,729,3,6.800000000000001
61199,729,4,10.472608695652175
61211,729,5,15.945217391304348
61223,729,6,14.237272727272728
61235,729,7,8.465238095238098
61247,730,1,4.661506671184
61259,730,2,4.406679517005715
61271,730,3,4.077650582165454
61283,730,4,5.728315880517609
61295,730,5,10.412930998162956
61307,730,6,10.791606547378088
61319,730,7,11.288496092501429
61331,731,1,9.395198070085636
61343,731,2,10.057862050671522
61355,731,3,17.852596029277773
61367,731,4,18.76933762881809
61379,731,5,19.71673039788992
61391,731,6,14.053570628619998
61403,731,7,14.27423925657338
61415,732,1,7.896060170850911
61427,732,2,5.500952380952382
61439,732,3,14.275454545454544
61451,732,4,11.093478260869563
61463,732,5,17.088260869565215
61475,732,6,17.753636363636364
61487,732,7,14.530476190476193
61499,733,1,5.8468876608338185
61511,733,2,3.5633469001533333
61523,733,3,5.582515163324319
61535,733,4,7.153400805308871
61547,733,5,12.235791363081523
61559,733,6,9.600475930154907
61571,733,7,8.255686322846762
61583,734,1,3.6142546764694545
61595,734,2,3.1285866081604765
61607,734,3,5.453899706099318
61619,734,4,9.468333508107131
61631,734,5,13.583224226242173
61643,734,6,11.287897049453727
61655,734,7,7.066838776282284
61667,735,1,3.800186336053001
61679,735,2,3.2391498062125716
61691,735,3,2.6781580531405003
61703,735,4,4.61282422891426
61715,735,5,8.150566044088695
61727,735,6,4.906506820788182
61739,735,7,3.057725184415714
61751,736,1,2.272864167868318
61763,736,2,1.788321255656
61775,736,3,2.684986810082182
61787,736,4,4.05380709975961
61799,736,5,8.465362202953045
61811,736,6,6.930069553079772
61823,736,7,5.4852380952380955
61835,737,1,14.321033134725452
61847,737,2,9.572882482933332
61859,737,3,13.213034346980589
61871,737,4,14.713490233120694
61883,737,5,14.126473948952391
61895,737,6,15.23697629287023
61907,737,7,17.845649689600002
61919,738,1,10.148849366833636
61931,738,2,6.482240488854857
61943,738,3,11.823065927934543
61955,738,4,16.345787979627477
61967,738,5,19.921004072934785
61979,738,6,15.608771549257911
61991,738,7,7.673333333333333
62003,739,1,5.844617322358546
62015,739,2,4.784198434777239
62027,739,3,4.987410885180545
62039,739,4,6.92278715970739
62051,739,5,9.735144088472174
62063,739,6,10.708030753547268
62075,739,7,8.323093287346857
62087,740,1,5.073380118682909
62099,740,2,5.225546231030618
62111,740,3,5.230482577056183
62123,740,4,6.195460426869738
62135,740,5,8.097242185551346
62147,740,6,8.261542560142999
62159,740,7,5.9428637300571445
62171,741,1,4.3416190007580004
62183,741,2,4.3416190007580004
62195,741,3,4.3416190007580004
62207,741,4,4.3416190007580004
62219,741,5,4.3416190007580004
62231,741,6,10.394960182776
62243,741,7,7.301186466490474
62255,742,1,41.16698970185599
62267,742,2,41.16698970185599
62279,742,3,41.16698970185599
62291,742,4,41.16698970185599
62303,742,5,41.16698970185599
62315,742,6,41.16698970185599
62327,742,7,40.807778533802
62339,743,1,4.2593373944608635
62351,743,2,5.397298863155573
62363,743,3,6.876488088828546
62375,743,4,8.324487299062957
62387,743,5,7.822920279400437
62399,743,6,7.134991334970001
62411,743,7,7.73111729773905
62423,744,1,0.7661263261250002
62435,744,2,8.593102980993669
62447,744,3,20.24123533866
62459,744,4,27.154508830355265
62471,744,5,32.037090109090954
62483,744,6,17.532774139846815
62495,744,7,11.776352254256668
62507,745,1,8.074022435193273
62519,745,2,5.807681512714286
62531,745,3,6.66603669175
62543,745,4,9.165963851769522
62555,745,5,15.189759476701392
62567,745,6,12.473663759623456
62579,745,7,12.114501824249999
62591,746,1,4.965825987692727
62603,746,2,3.601712027372572
62615,746,3,3.642530143177091
62627,746,4,7.0749539757198265
62639,746,5,11.787380292717913
62651,746,6,8.170457308735998
62663,746,7,6.558730406073905
62675,747,1,18.262393846927996
62687,747,2,18.262393846927996
62699,747,3,18.262393846927996
62711,747,4,18.262393846927996
62723,747,5,18.262393846927996
62735,747,6,18.262393846927996
