股票编号,年,月,日,开盘价,最高价,最低价,收盘价,成交量,成交金额,息前税后利润,息税前利润,企业自由现金流量,毛利,无息流动负债,无息非流动负债,净债务,净营运资本,留存收益,全部投入资本,120日收益损失方差比,120日收益方差,个股收益的120日峰度,120日损失方差,120日方差,120日信息比率(InformationRatio120),个股120日的beta值,个股120日的alpha,120日特诺雷比率,120日夏普比率,波幅中位数,资金流量指标,过去1年的价格动量,月度换手率对数,120日平均换手率,当前价格处于过去1年股价的位置,流通市值,市净率,市盈率,过去3个月的价格动量,基本每股收益,对数流通市值,总市值,市现率,市销率,稀释每股收益,每股收益TTM值,每股净资产,每股营业收入,每股营业总收入,每股资本公积金,每股息税前利润,每股营业利润,每股盈余公积金,每股未分配利润,每股现金流量净额,每股股利,每股企业自由现金流量,每股经营活动产生的现金流量净额,每股留存收益,每股股东自由现金流量
292,4.010559904279705,11.714308165998949,73.6941513632335,2.874110459140704,3.3134368566590964,2.611726837902327,2.931740455191052,26727500777.106125,1.0289824996885224e+17,1.1105299107189956e+16,1.1364842596724264e+16,2358533454229497.5,2.5793269122139504e+16,1.1146446490941524e+16,10948018876229.68,,5117068248707898.0,2.7086455695039024e+16,1.300901068755978e+17,1.3934119345995455,,74.1768495946861,0.0034879661816748426,0.041402855178323233,,0.16875205267158502,0.14248164801825955,37.11391825286562,3.2274613128740506,,401.76462439144484,3829.2194817595628,132.9385244422991,9.659164891509123e-05,0.09813759226488275,,4.67561760168049,663.8001730265022,7044.063517137827,0.005850706962711506,0.4784036775614912,2.8156526161971806e+20,,200.02161426691185,0.006883968020470442,0.006889762134947228,,1.2999100647526076,1.2999100647526076,,0.013616862495069274,0.013828458784761306,0.0007822120926447439,0.03003884159180916,0.05024596779046823,0.0011691093785296688,,0.023589039550651496,0.03750204834763327,0.031037204596967603
293,4.010559904279705,11.714308165998949,73.6941513632335,5.885470934805197,6.580833453435185,5.412526199542348,5.97467709399811,1320274219.8943956,1.5565640215773428e+16,,2.7450604746526104e+16,5.040475501862134e+16,4048977320560900.5,3.4415918362526092e+16,1.1659164017551228e+16,1.986573391165053e+17,1.1263914197843958e+17,3251301644219640.0,8.995543903558324e+17,0.5750565851973527,0.0028749168531400837,2.634064951582741,0.0043014604527453,0.014733419257281598,,0.05331437090146844,0.07393829208714044,0.28485076451308006,1.5394431163625226,0.00015126034326100926,264.0778397233241,1584.4755819182308,0.47457740885396027,3.9372991582368456e-05,0.07894129753561216,7.435512945973982e+19,0.5327022332022935,11.720814888396275,462.8136200861866,0.14698872495684082,0.1234412006124738,9.600074301087053e+19,718.0314329355374,0.2794516181176006,0.14517318104854346,0.14569288241390088,1.6050240381545595,6.629114461294897,6.629114461294897,0.07413539147456624,0.29167876316240715,0.2805055991225077,0.08277589220889965,0.9482861633115874,0.188117797548121,0.007361878786999579,0.5067716984520482,,0.1847262894647614,0.7799529850580473
294,4.010559904279705,11.714308165998949,73.6941513632335,3.6884110638243333,3.926853429861872,3.4264336767754626,3.6798659333246473,3306232897.746752,3561015884059902.0,230759498223452.3,299924358422956.3,680767897796300.0,1178431639449105.2,340846584973145.7,8887368873541.232,,299940269361143.7,250164484791871.28,1.1073926870977916e+16,0.35266894656435754,,1.1396229630840722,0.01252041059297732,0.06365232022609614,,0.17448494843729037,0.37860349279760525,2.196067812980003,0.8022232699200739,,338.22164422588736,882.5365141137341,2.3237904692478755,0.0016143268809909758,0.0013214344616418554,,11.470504988119382,257.4892040573846,1174.1143161281234,0.013525779699970375,0.04052942550730259,9.314904369130822e+17,,0.7651096085642208,0.016533777873894658,0.005947126451338714,,0.6426546028147873,0.6426546028147873,,0.007375439194038004,0.006403300740999332,0.0006609659761337385,0.04132955011650306,,0.0,0.029308472644344632,0.11640577781924283,0.21931692058796823,0.007060936309877995
295,4.010559904279705,11.714308165998949,73.6941513632335,10.804736006400807,11.484542908307834,10.113755305695827,10.801142876833362,4832892591.733816,1.7621974888811536e+16,6.748396186761568e+17,1.2371934392127544e+18,9549352611527598.0,5.5238930387989656e+16,,365841977149798.25,4.810103308448098e+16,3.902376725544275e+16,4.728021150196411e+16,4.3920226142610445e+17,,0.0070406837749966145,15.43219533476225,0.006829512177229039,0.045021315262772324,,0.15032207038333803,,3.4532153322605144,2.3850705468639686,0.0003779329314969414,562.6315356924489,,85.4624417829403,0.0001252147984284236,0.08137669517883238,4.755502635921329e+17,,405327.1150046715,817.1631777893468,,0.08968398877232354,5.30068213623197e+17,11019.080655667638,0.6619763206260958,0.2270172132586728,0.22613390278622308,1.6828254812348509,,4.350476665095622,0.07345266625731317,0.16281094838449223,0.224036068638994,1.982619265228413e-08,,0.32522340146355194,,0.16845573280695833,0.08952327530375441,0.6317375350191307,0.36241383403816485
296,4.010559904279705,11.714308165998949,73.6941513632335,3.964864229779498,4.219319802321923,3.736508834322375,3.9765151758566764,121356267268.37733,7.254753447223784e+16,1.861076092390631e+16,2.6930065067819616e+16,366362286569559.06,936968672056138.5,,181324620337.76096,1.2870485957995744e+16,1818491948669781.0,97540092829931.14,1.1761698132825654e+16,0.01993672738943349,,2.1125234658929446,0.00037451157862982294,0.22452952405512502,,0.07922005514229077,0.012630377345685718,0.06782449867928515,0.562647790968206,,274.79625692456074,,1.269783649017326,0.006217507429509453,0.0038469976886197194,,1.447028739653694,10.237454860027958,131.69071471422586,0.05833333333333335,0.007915009049582833,5.758275349603546e+18,,0.35995970322883325,0.026338128213359405,0.016877088776437107,,1.6064476904395617,1.6064476904395617,,0.025993482130806572,0.02455054078479188,0.0,0.03045058714285703,2.507036845916829,0.007051928818260892,0.17382967084270096,,0.0019196756159369885,0.17110780281358498
297,4.010559904279705,11.714308165998949,73.6941513632335,108.85660911217,118.86191415914635,102.18129767943554,110.80370353529524,217205194.2028767,1.2781814777179808e+16,1.9815362474639876e+16,3.801700673442239e+16,1.8815578213754198e+17,1.1546000432303475e+17,8.082715864231336e+17,1348127562719794.5,,5263839959653036.0,8.833166980353264e+16,2.2181736740675597e+18,0.23456055469483406,,61.90306248984229,0.003908827370081514,0.0061531722803131765,,0.08093738228735126,0.10273933023987011,331.98838018930695,1.384956676115114,,273.3647561616233,1099.7135440275733,0.6341450901301402,8.309044567430252e-05,0.06826776561930765,,2.1139026678249317,2432446.9143927074,451.4861043978353,0.004878080408721348,0.0901197568060457,7.746405643924323e+19,,63.005903352304976,0.015249030893184412,0.013045120982708078,,0.19788921578792373,0.19788921578792373,,0.020267065314811025,0.017058407761926863,8.851359559697697e-05,0.025833396806250693,,0.0015081041455534217,0.018724816591401627,0.04913745385943919,0.09852762271171468,0.1278353003473903
298,4.010559904279705,11.714308165998949,73.6941513632335,5.635523800679456,5.993996848727994,5.2872566600475155,5.633377059498145,5666498144.727763,1.1264750141693e+16,183992342614292.03,239563655884068.94,499825208713467.6,895063462821394.1,148485207552404.53,0.0,8636571774617145.0,,81209103509321.19,1.078316868285861e+16,0.07224825186350446,0.0022044775094565276,,0.001170012838943825,0.0934686189897978,,0.10409332147418289,0.009639707038536416,50.61585923127356,,0.00011445595114977574,191.96591867159296,,,0.002546130523075407,,1.1045992354876357e+17,6.167241002707278,13.583302761857784,1702.8123373751082,0.1166251612478608,0.03564369153480775,,9.026813113439891,1.2367517605242122,,0.013670431460628307,1.476930143088065,1.3657504802790852,1.3657504802790852,7.812643819504281e-05,,0.015060266322249426,0.0,0.01013693736954666,0.08518240907520742,0.0,0.061288536027587666,0.02933342580817354,0.004136648590711341,
299,4.010559904279705,11.714308165998949,73.6941513632335,16.51825203102794,17.45443189661989,15.479311755839673,16.733878983980976,1525652717.026205,2.1543156852713736e+16,181036734648136.25,179575182083428.34,1541013693426529.2,1378478079002053.2,127077838536829.88,128803460392.50342,7560669036764206.0,1.0758214617922826e+16,,3.9354299330954296e+16,0.11101724346193405,,,,0.019893412645133998,,,0.006868038037828503,,,0.000531290172413638,,,2.9551830762627533,0.00496615642709958,,7028439545454551.0,4.97165667490798,,905.6142965784043,0.01535941094458,,1.1245503272727282e+17,16.99982150918667,0.5969241424808502,0.007920167675826748,0.0,0.8670185285367185,0.2535850871654084,,0.0,0.0,0.0,,0.0024804791214825014,0.0,,0.0,0.0,0.0,0.0
300,4.010559904279705,11.714308165998949,73.6941513632335,16.257817734384837,16.967317741187937,15.626369612924792,16.31671399362198,13697925856.453808,1.8415309315706476e+16,4162651575859066.0,4249158699417028.0,8175963334848313.0,6687744327322127.0,6768413512360924.0,4344466837068868.5,,6.537361516550826e+17,7550744009672681.0,6.259365545372063e+17,0.4902773298521096,0.00391123589640112,2.056220883055387,0.003016429336454319,,,0.1941261427121184,0.15886455651100767,,2.3754755411820443,0.0001295506092242436,417.19616042824566,6554.880063960899,0.5702852235936039,,0.09469186702758307,4.735131330555752e+19,0.4996422901771188,2753.747770415708,,0.41117380024752165,0.5378595245810948,8.775054299869066e+19,17805.766557172807,,0.41117380024752165,,6.455976664297408,55.70503634000454,53.27979879101822,2.8521789261514576,11.8300144424395,,0.003137794214794511,0.4442477904479803,0.6904157414519958,,0.5372998379343592,0.20220480488445616,0.10887656134316523,0.5487502147917728
301,4.010559904279705,11.714308165998949,73.6941513632335,0.8457250157661389,0.9083945356660251,0.7770784278173922,0.8464987563937119,6449518337.075149,6734384029210565.0,3.5722864654703936e+16,5.240113465487836e+16,2.7326755058069416e+16,9.243912383320971e+16,,960485009601291.6,4.161459164708483e+17,3.1519262033344525e+17,3.664902938202297e+17,2.6691366743833006e+18,,0.002781657076498067,3.729088203278632,0.006456348729888188,0.02423503724511953,,0.08988113547192049,,0.4006368633694784,1.8336504250180756,0.00017053097269838279,296.4683493311186,,3.0367295415533366,8.48488668026453e-05,0.07264198044842413,1.690523331488837e+19,,125.99352835324184,395.03987824130473,,0.06966878606165432,4.512201503461415e+19,17.536487479827297,0.8968349691343892,0.026633241178459367,0.02672140523978775,0.09830927385665841,,0.927483223556963,0.00195439244333358,0.050420833380865185,0.043312279451214526,0.004542391132156993,,0.015904055594756265,0.014856129732216705,0.055429358845349753,0.06475457450654243,,0.1573463084382244
302,4.010559904279705,11.714308165998949,73.6941513632335,1.0113036798030817,1.057665716664618,0.9645358395567093,1.0118621703689477,23058932684.443615,1.101119033556794e+16,1.090075265078072e+16,6971606139855192.0,1836017257320635.0,,6517277171861620.0,4040981802463.658,3.708989939917713e+16,7.822594995627446e+16,8.296807733709136e+16,1.8140159325991964e+16,,0.0019893952282522306,0.2683688873246577,0.0013817329859752865,0.045737771775519895,,0.21273024938083862,,0.6706662352972425,2.752199606375739,0.00017563385273559846,306.30719418676097,,2.4040005192900984,0.00150450804389936,,6.025514402122297e+16,,42.42905347492542,4491.7446191961635,,0.08028795457821834,9.633374078602529e+17,83107.28194632375,0.41202895277091667,0.021201921206225684,0.014548025681076207,0.10655070555234641,,6.956969098695261,0.0,0.030266535172239144,0.013092779002026348,0.0,,0.2275972995784081,0.0,0.49417417142575704,0.022985357826747706,0.012224746299110653,0.02339551392603851
303,4.010559904279705,11.714308165998949,73.6941513632335,7.746343147471331,8.102485285093138,7.357105550103021,7.729689751072153,7709784870.017197,1.2146457196441068e+16,1.578348496847618e+16,1.756960190838821e+16,3.975505363234142e+16,,9186564437857408.0,143798708043079.53,1427135367499290.8,1599959059421239.5,2061088749474265.2,2.1893741084171907e+17,0.6862822129501394,0.0006815168451443044,0.6055793121845735,0.003064647146034402,,,0.04279067302314926,0.07597472515538022,,1.8365009036688749,6.878461725326869e-05,273.62367167270145,1823.1514876406975,0.28934125954132595,,0.09607663504639592,2.9072259519144097e+20,0.7219582795374175,16.262095508966105,,0.27976880441518076,0.09622655085985268,3.396562950570794e+20,429.8880678030589,,0.27976880441518076,,2.244118501300732,8.97591205724035,8.97591205724035,0.08028727235386181,0.721608115858194,,0.0040379801996233596,1.624652537681962,0.7726954225418644,0.020489644924427473,0.2385672896401061,,0.001742179503229938,0.6905694043722017
304,4.010559904279705,11.714308165998949,73.6941513632335,3.6329605101183136,3.7956184297002675,3.488680337786959,3.645083322149308,61796163554.52923,3.0298972387338144e+16,,5562209988217446.0,1.3203583326923652e+16,570873868146567.2,7711548199716463.0,158781940943043.62,1.3760882087312838e+17,5.146947622292037e+16,1304080924190274.2,3.720259480435828e+17,0.4251494282171695,0.005826835597209984,3.6707138979301495,0.008926174775700933,0.03898052833489644,,0.09954995112698042,0.23138899825478385,283.6892466225388,1.9269685304742141,0.00034034467856772644,367.50853726812073,2714.2870664134016,0.5590335095482006,0.0002670267619998862,0.10955649937372146,1.5285688320728292e+18,7.924008331958201,66033.03046204126,1058.642866896053,0.007013748624760018,0.8298719605803938,2.0870340993384783e+18,327721.2665202415,21.678429374392696,0.007013748624760018,0.007157328191752817,1.3443377047010814,0.2974827670348608,0.2974827670348608,1.182766728855332,0.009914733381773769,0.008301233127357872,0.0005909921990036955,0.015915070544139633,12.280762534276167,0.00640673340513495,0.19380114407569768,0.15217993845422,0.28947134046456374,0.40049003288192614
305,4.010559904279705,11.714308165998949,73.6941513632335,39.295017884846374,43.9974728348057,35.730240930581786,40.210822857335586,1691677325.6625574,1.3022628071885374e+16,4241712699902507.0,7577641513598364.0,7.306668467152464e+16,7800528906039625.0,3.80615117108241e+16,761814735918534.6,8.195100657934738e+16,,9.73199285923041e+16,1.9394592313413216e+17,0.31699202272948923,0.006706707643917728,8.950144449417332,0.006147043570974587,0.04666673747704945,,0.15899944473367109,0.20713298608719538,1.3986300409721282,1.931322057894034,0.00027899812672966043,316.869975680889,3704.2746317347383,11.91134211281216,0.00024932430864393743,0.0833502407256283,1.0498331449233197e+19,8.20894298345471,501933.17978333385,913.6676568526121,0.0081417886547555,0.18006475439346936,8.481696782451128e+18,2748960.6258816672,36.07386672371384,0.0081417886547555,0.007626364429387986,0.2803977775836329,0.04814127413897341,0.04814127413897341,0.23465429779312794,0.009921160959828016,0.0079579818200533,0.00022838942549174368,0.007137618581980848,0.003894932189304552,0.0010815559147829656,,0.010723268026953808,0.06300118549934688,0.04665255064957642
306,4.010559904279705,11.714308165998949,73.6941513632335,3.2398218150744573,3.28041152974068,3.2136413909833745,3.244406056230087,20723891971.34776,1.0364952965013344e+16,139920794485853.86,196492855924337.22,359570139067386.06,3085001058723588.0,,15895247057308.41,1.9851545036167412e+16,3959961591641648.5,3512856485228192.0,7.85505504874681e+16,0.34410267933326194,,6.338915629810414,0.006035566724971559,0.03124337854980788,,0.15672569929287297,0.17913592243607598,5.342133942513408,1.7611965902726208,,351.0464599606211,1264.5046281774087,37.6145584214241,0.0018800896937206878,0.09718939557034569,,7.5891052698805215,1038.8671964024047,931.0952560935036,0.023379461758459653,1.027210978920885,2.222681958755983e+19,,27.313343660676203,0.04340660536291986,0.03932619174245683,,1.5092777289355748,1.5092777289355748,,0.04604419048693963,0.02812324857258924,0.001506420984131125,0.060367453016056435,8.30526420891687,0.006861156464209046,0.37474979390931146,0.19386000153516902,0.1272367255281813,
307,4.010559904279705,11.714308165998949,73.6941513632335,26.49644656139266,28.551742330785643,24.79382417589022,26.65801478531306,18145389696.38804,6.063321522666417e+16,6.875304103557408e+17,1.1136576684926623e+18,4.700321099460488e+17,8.257482736471538e+18,4.038961836897377e+19,2.6590059981974355e+17,,2.134850316038654e+18,1.4972482378178826e+19,1.424975098846015e+20,,0.009532838786373517,73.91457177390274,0.008315754218022886,0.015311828338388851,,0.11989234244142806,,175.82360698697926,3.053871843654681,0.00019299499500372851,606.0487451699119,,103.26308913205308,0.00023596415734379928,0.09663308596933373,7.576189559201239e+18,,15409.265875332336,1100.583187009823,,0.2927492331045082,7.592023762832995e+18,385.2009275703489,0.7728894454624761,0.010055280502079036,0.016087469189980184,0.013355986812585664,,0.6022054813343399,0.0023440903646503608,0.024820385394227918,0.023253468025682688,0.0,,0.004707283135903326,,1.1686761967280228,,0.16176737521973286,0.07028416364693547
308,4.010559904279705,11.714308165998949,73.6941513632335,4.035843685794904,4.2938457447843,3.764939894346569,4.046296733912449,15756992330.16616,1.9040419818358896e+16,554466945966621.1,647505237604571.0,1.5638546852619134e+16,3118748233051220.0,1382505573099482.0,3056107065404.384,1.3068633807593254e+17,1.062899132248169e+17,2440302445645923.0,,0.16812284550101328,0.005654579263773381,4.78933747218288,0.006341646579783363,,,0.14232365685642076,0.28484069453033745,,2.094609807420354,0.0002368486059666567,245.1332762052043,5879.367651500572,0.4854813675418668,,0.09448432806502088,1.984286103859374e+18,1.5507644340745297,136.24837695943003,,0.027238472189801934,0.4456098659975566,9.909922770444564e+18,990.8845089497095,,0.027289766745050858,,4.4527482917905,2.68781765496859,2.68781765496859,2.6396171407090345,0.05114501236679054,,0.004619499496753489,0.2537021648995619,1.3780813269102667,0.0026695527990249755,0.11809301152125212,0.07641403055912026,0.1261582232011896,0.15566691667590657
309,4.010559904279705,11.714308165998949,73.6941513632335,11.068929454582603,11.619627837583867,10.734569864959333,11.193384645913468,21572273679.2039,1.0426304236919731e+17,242437690142076.0,314112312324634.06,,2070291389264045.5,555073269647056.1,0.0,1.2284744894959294e+16,1.839313416498892e+16,339814487205037.0,2.971189393552114e+16,0.34475616169427425,0.0038799147214312493,1.0469814276788227,,0.13755858408424337,,,0.009120907276978637,1.0216353612285494,0.7761576922125347,0.00027413958471799723,,,2.8380404653365665,0.0009385205391797615,,6.850723811730317e+16,22.417733699022474,,422.80221913079896,2.2811056537982557,,1.0957870655404297e+18,2752.7763668895136,3.154481884939442,0.12540850567268588,0.02195513553560371,2.5406718440381946,117.4580919696151,,0.0,0.03917847554041962,0.020646839445476507,,0.8605131952607041,7.3055956394496,0.0,0.06344414819470245,,0.8355541544378705,0.12776982768489853
310,4.010559904279705,11.714308165998949,73.6941513632335,5.129046008340352,5.562212424430925,4.780047678199219,5.148876256454275,12865224640.56825,1.9352801282341052e+16,,2276026808994810.0,2.0398641258145652e+16,1.0824539602584192e+16,8017574826317230.0,255639245372981.5,2.0807923866171946e+17,2.19011845964875e+16,2.0394144487093376e+16,2.3072706829520595e+17,1.7953427251411236,0.006335619894010587,2.5064936361725856,,0.050575126468725126,,,0.3208972867998295,290.3030026573802,2.446386490177246,0.00028732536745796445,,6739.984487424023,0.6260490807981296,0.002421798639404079,0.10642850163514811,1.158066116102411e+19,3.088678990592328,,1687.4337362195045,0.07528464706564143,,1.5261559236192737e+19,30134.61154277737,4.106854882685163,0.05088952348686307,0.04335882093097871,2.182586643823409,157.0915436614818,,1.0578984525981638,0.08786311116837141,0.05825864898333661,,0.9311063314285302,1.1481971616203315,0.001006001969149983,,0.08314764614827036,0.443950116797532,0.16082620438592685
311,4.010559904279705,11.714308165998949,73.6941513632335,17.61381111787782,18.296938876301915,16.990289414149046,17.58025108756339,14504546766.750616,3.4164015509643496e+16,6237844542915432.0,8807819017706859.0,1.1315861330479294e+16,1.4390737906703114e+16,1.182018117515595e+16,640176391772179.0,1.3137963698251624e+16,,5264398600228158.0,1.435235667631243e+16,0.7043597520675833,0.0029176855871884374,,0.0040411174716944815,0.02444659477485,,0.09076031062671355,0.12627459415891124,0.23261220286366158,,0.00012344517644569507,318.94333595935205,1761.352576990458,,0.0002101615159367737,,1.0216404997908173e+19,8.240453834190191,1190952.2212957912,412.56383857299966,0.0015953870741721732,0.510569693261693,,29673.252266565196,1.4648537549705727,,0.22894395661758724,0.578645675118103,0.02577866397339018,0.02577866397339018,1.0057348940074964,,0.45092980681548495,0.0006056220122676163,0.3337659936327484,0.9716231751582219,0.058214452271457176,0.7791232610759695,,0.027108368404018254,2.5580790090474177
312,4.010559904279705,11.714308165998949,73.6941513632335,27.034840010417668,28.454572031632782,25.83508446034255,27.142366712384213,1284020805.9469526,7176963176051997.0,1119283025231880.5,1770948682467195.5,1.918099016527851e+16,8910905214941553.0,9444420066778998.0,1009624482950.8716,6.046751705833684e+17,1347388143750117.2,,5.343079992534958e+17,0.39095595136692635,0.007114937736562133,,0.010454302313863045,0.02536810450528203,,0.1291668637141076,0.24096187364346847,6.063823796314772,,0.0003908067974614341,594.7331180507491,5704.032292087392,,0.0008291386802170246,,9.196763581832795e+18,54.222940807865946,6182708.606187203,485.82136645168754,0.04458105772059105,1.581391536779113,,493549.5634052101,56.37886291317714,,0.02452161407601318,4.741278926610603,0.4411876863284292,0.4411876863284292,3.655322248857232,,0.030142343095833673,0.000741898540741175,0.09512732901383678,4.345267198881707,0.0009073820293535194,0.09433958189290371,0.07577785007917882,0.23811976537318436,0.15032367468402255
313,4.010559904279705,11.714308165998949,73.6941513632335,59.170971662022865,63.28651029486702,56.31350251720344,59.59477161989414,5593971739.998587,5.405679250697682e+16,,6223794623158409.0,3.6915661771675085e+18,9.859147287595689e+17,2.5386480259364664e+18,4.3539458745537235e+17,1.1875662144939313e+18,6.152577968288124e+18,4.923289929166838e+18,3.2924806203405107e+18,0.7736082411484225,0.004957276442507985,4.927698340269796,,0.05577832485271861,,,0.15513869644526349,1.4238397458795942,1.7308261034124148,0.00027060046659247653,,7895.714744577657,0.40458854544065925,0.0002221950887255749,0.10450786689793502,1.333105443933174e+18,0.5752078673651023,,664.3103253467383,0.011899153792039062,,1.333105443933174e+18,388.6670687169702,2.8773677726916977,0.006307355830088185,0.006305595329822577,0.16027988312741032,12.679014559126397,,0.044573432712712684,0.011718784223146537,0.012792176790196027,,0.09331558541513574,,0.00047009217637236953,0.02981920473806103,0.12320469422896,0.13051845752775965,0.03548061966345917
314,4.010559904279705,11.714308165998949,73.6941513632335,4.991429161981564,5.295635798999921,4.7443294463900205,5.034597511506956,23417066571.53713,7.138953961481405e+16,3047595127241523.5,4859373482557510.0,1290804848335285.2,379605934190502.5,1.7185187429621232e+17,,2941704210447044.0,3369553548619747.0,2875775993995952.5,4865509770038475.0,2.1911878092834627,0.003867008748912275,5.136456880867876,,0.04326269474283702,,,0.4630253252999537,1.1124894241443894,2.4889676819120434,0.00024399122711923476,,10665.197709563205,9.18520123024077,9.296701741435401e-05,0.07591769112239684,5.235904190799386e+18,6.42367371037656,,878.7483032478232,0.007758742948607668,,7.273952192699921e+18,3428.2920047010666,2.311992789285706,0.024993668111175368,0.024866679575880256,1.2276677501620903,0.586378782093523,,0.07816527101668953,0.04935610407550404,0.04361620151356323,,0.10286422662074458,0.21012350818729347,0.0007975133173200807,0.03146675041008226,0.026969168711406383,0.060251636857589067,0.34808313015914455
315,4.010559904279705,11.714308165998949,73.6941513632335,14.70190063707356,15.888024059763733,13.768806363683295,14.841511833886598,1525054745.1376839,5668969318591086.0,1.557802385190714e+18,2.6990161366283965e+18,1734795499979488.8,138363411732948.47,,0.0,4328762724712672.5,1.122541802802056e+16,442820819246235.2,2.103114628138479e+16,0.20274714188996387,,8.615038443896104,0.005290923536060391,0.004088758045109299,,0.15123238207199213,0.14871430135997468,0.351004932337001,1.658030802826279,,365.9504037672262,2486.9491118053993,0.46726047707580776,2.93109527208697e-05,0.08592580358514419,,12.992266753729531,1853410.9814960947,299.1372104596394,0.02326352113604285,0.3198907683010314,6.910915401777827e+17,,0.3381636500812853,0.008130004133477859,0.00815790928980048,,0.0891932299351663,0.0891932299351663,,0.021882848283594172,0.01435305786484901,0.0015242556295425888,0.01625417244503647,0.301282414673213,0.001937461576172446,0.3400275963930531,,0.09005037645309917,0.2967523216416139
316,4.010559904279705,11.714308165998949,73.6941513632335,117.3448662807749,127.3319566493326,108.22110226410737,118.15465650147453,766565005.141893,8880827715872218.0,1519513250433010.5,1918592130609345.8,9856523233241118.0,8694943928878978.0,3773403022078849.0,9419403719135.027,1.7395972508346957e+17,1.767252886592731e+17,,2.801095070987789e+17,0.19053141312341818,0.003473669576379888,0.44174978707933876,0.004761285323919351,0.02844402017612619,,0.09684703373313328,0.25264747529177384,0.6446125519652319,1.793386591679861,0.00017254028228420922,255.00589002050282,3827.950277934992,0.2429023497877807,7.17335591702961e-05,0.10950612508740744,1.3028184018926369e+20,4.461872892168924,105.7852452831956,449.36940819401957,0.21217895811615667,0.95389764789077,1.335822706323917e+20,807567.975080821,13.155983834475514,0.21184219474823396,0.16338734687233814,25.580560275485478,1.3922117773133689,1.3922117773133689,20.517999054997862,0.19417613663091626,0.18091617831471574,0.0034115764535170077,0.3560816684772046,8.427420136943821,0.0039943185535925765,0.3711550908491517,0.15506538237840656,,0.6033003442451688
317,4.010559904279705,11.714308165998949,73.6941513632335,7.699423096272382,7.78698889149933,7.673627006464891,7.7469061139905016,1660323151.8468292,5394957298275872.0,913282385004257.6,,1410733850353009.0,5001583132002686.0,4655245313261476.0,19530624678602.1,2.045899720825784e+16,1.07526587492853e+17,1.0603165371811048e+16,4.8840208683642323e+17,0.20888156175484413,,7.439184094113458,0.00426692876342846,0.039750977209216685,,0.19671863158913494,0.25608644251691587,53690.44502964406,1.1362059048343376,,549.0269149868172,2064.6499542941037,60.10680953601752,0.002790313033268779,0.09456781228128394,,5.5603279342259,17114.969852629758,422.68452461534827,0.008283114738600468,0.8046867420945275,4.2007205206418657e+18,,6.27494032009539,0.16448020116780088,0.15002955931141781,,0.5991119900669389,0.5991119900669389,,0.22851576942314095,0.25986260181632553,0.0007219473509903631,0.08193144567623935,5.464461634895542,0.010385851283320952,0.6034229549773374,0.151966522927707,0.920427854203635,0.8017867452206107
318,4.010559904279705,11.714308165998949,73.6941513632335,2.0902974475305935,2.2558945384885982,1.9151874102930448,2.087308728822937,61747947318.72622,3.5085466188062588e+16,89147808621007.05,121255380376469.25,,897511599046322.4,34681699889281.57,4558015448899.864,4486888626334648.5,2171836954032740.8,1026701898182826.8,8227925592398450.0,0.2421927899889886,0.006403541119594657,3.4656697479259893,,0.10488668812795209,,,0.13425546192971685,36497693.39579892,1.9651909699535266,0.0005833110152211143,,389.01068019463656,0.8410635029552197,0.000626983836836034,0.05778285800971941,2.4249622487260995e+18,2.007701312129889,,1894.3612279151687,0.0691822843393233,,6.538606091681372e+18,27325.025941236738,14.660463822876975,0.04783914150753434,0.04776527214129924,2.7485596530086327,0.7025798391144733,,2.5439149090979702,0.08326859935002301,0.07023697784769362,,0.7550990668641425,3.633163492375242,0.03154339826592499,0.4111380750066216,,0.8568891555029999,2.5452548081974773
319,4.010559904279705,11.714308165998949,73.6941513632335,151.3292798145185,160.74878617582672,144.08442342980447,152.20749391833064,99292891.22270231,8351956155679436.0,1.8687948482730912e+17,2.8997253654127014e+17,9.083394880615901e+17,7.626014759638485e+16,,1241334624559109.8,4.0886053991701734e+18,3.011506558997637e+18,3.216777677904493e+17,2.9686974926546673e+18,,,,,0.05903749888236798,,,,,,,687.7372457908629,,1.1910131198937153,0.001013765153077089,,,33.824913245708025,695.2743943823237,143.38649227911088,0.025467171300157333,0.20611630882165108,1.257269015736263e+18,,0.6636327986012557,0.572575359635379,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
320,4.010559904279705,11.714308165998949,73.6941513632335,14.032800378641317,14.765686732727664,13.321143512557539,14.033598441296517,4223795613.70207,1.8562071178974284e+16,726094506829129.4,981660947553889.9,2729556692992681.0,2849872019612430.5,229438665199232.9,1191309921356.858,5550665797760337.0,7455506095247843.0,5714606438516890.0,,0.25545312794354325,,5.197240117824329,0.007269191557582573,0.07691798120866432,,0.12028787986626882,0.3094310755741874,8507.053705973383,2.4233251475577133,,494.2602141446278,4126.022199203205,7.5379139250514795,0.003701054970990303,0.10659704158925823,,18.0534799769022,892.6243018972782,2748.8355251887206,0.12280881050119834,0.7170403379247997,1.8517172143872156e+19,,194.23382178493986,0.08899819878010794,0.07680602473467121,,1.4246790883042408,1.4246790883042408,,0.10809293086665657,0.10146747543179438,0.0026704573896171907,0.3597925354095832,1.892412989225303,,0.3398743437340435,0.2600596181397581,0.34837011017132463,0.28797077731587467
